Transaction_ID,Date,User_ID,Amount,Status,Payment_Method,Service,City,Failure_Reason
TXN2162,2024-07-07,U167,5775,Success,UPI,Recharge,Pune,
TXN2163,2024-07-23,U874,1688,Success,UPI,Insurance,Delhi,
TXN2164,2024-08-10,U411,2302,Success,Wallet,Loans,Bangalore,
TXN2165,2024-04-28,U771,5932,Success,UPI,Insurance,Delhi,
TXN2166,2024-04-29,U402,6802,Failed,Wallet,Insurance,Delhi,Wrong Info
TXN2167,2024-04-22,U869,1230,Failed,Wallet,Loans,Bangalore,Insufficient Balance
TXN2168,2024-06-29,U167,7667,Failed,Wallet,Loans,Bangalore,Insufficient Balance
TXN2169,2024-12-06,U230,7863,Failed,Card,Insurance,Bangalore,Bank Declined
TXN2170,2024-08-25,U696,7828,Failed,Card,Bills,Delhi,Server Error
TXN2171,2024-10-18,U982,2172,Failed,Wallet,Bills,Pune,Wrong PIN
TXN2172,2024-10-19,U403,114,Failed,Wallet,Recharge,Mumbai,Insufficient Balance
TXN2173,2024-05-28,U145,8453,Success,Card,Bills,Hyderabad,
TXN2174,2024-08-02,U401,2120,Failed,UPI,Money Transfer,Mumbai,Wrong PIN
TXN2175,2024-05-03,U680,9489,Success,UPI,Bills,Hyderabad,
TXN2176,2024-08-27,U791,7057,Success,Wallet,Loans,Hyderabad,
TXN2177,2024-04-20,U760,8882,Success,Card,Money Transfer,Bangalore,
TXN2178,2024-01-14,U761,6354,Failed,UPI,Insurance,Pune,Wrong Info
TXN2179,2024-07-20,U886,9956,Success,Wallet,Loans,Mumbai,
TXN2180,2024-02-14,U880,4202,Failed,Card,Loans,Mumbai,Server Error
TXN2181,2024-06-20,U345,8332,Success,Wallet,Insurance,Mumbai,
TXN2182,2024-11-26,U107,7436,Success,Wallet,Bills,Mumbai,
TXN2183,2024-07-21,U280,8751,Success,UPI,Bills,Delhi,
TXN2184,2024-09-30,U846,1662,Failed,UPI,Money Transfer,Delhi,Wrong Info
TXN2185,2024-09-13,U877,8252,Success,Card,Bills,Pune,
TXN2186,2024-12-14,U798,4344,Failed,Card,Bills,Mumbai,Server Error
TXN2187,2024-08-17,U752,156,Success,Card,Bills,Bangalore,
TXN2188,2024-12-07,U319,4454,Success,Wallet,Insurance,Delhi,
TXN2189,2024-03-08,U995,4541,Failed,Card,Bills,Mumbai,Wrong PIN
TXN2190,2024-05-31,U506,9639,Failed,Card,Loans,Hyderabad,Wrong Info
TXN2191,2024-11-04,U310,4720,Failed,UPI,Money Transfer,Mumbai,Server Error
TXN2192,2024-11-06,U243,1447,Failed,Wallet,Loans,Mumbai,Server Error
TXN2193,2024-08-25,U286,4382,Failed,UPI,Recharge,Delhi,Bank Declined
TXN2194,2024-06-16,U689,8804,Failed,Card,Loans,Pune,Wrong PIN
TXN2195,2024-08-15,U732,160,Failed,Card,Insurance,Hyderabad,Wrong Info
TXN2196,2024-04-06,U355,9235,Failed,Card,Money Transfer,Hyderabad,Insufficient Balance
TXN2197,2024-03-14,U524,1612,Success,Card,Money Transfer,Delhi,
TXN2198,2024-04-01,U701,5211,Failed,Wallet,Loans,Hyderabad,Server Error
TXN2199,2024-07-21,U709,9025,Success,UPI,Money Transfer,Pune,
TXN2200,2024-05-03,U553,250,Failed,Wallet,Loans,Pune,Bank Declined
TXN2201,2024-09-24,U561,1519,Failed,Card,Loans,Mumbai,Wrong PIN
TXN2202,2024-07-18,U280,6027,Failed,Wallet,Loans,Bangalore,Server Error
TXN2203,2024-06-15,U952,8901,Failed,Wallet,Money Transfer,Bangalore,Wrong Info
TXN2204,2024-08-18,U383,7012,Failed,Wallet,Money Transfer,Bangalore,Wrong Info
TXN2205,2024-06-14,U175,2257,Failed,Wallet,Recharge,Mumbai,Insufficient Balance
TXN2206,2024-06-29,U426,5427,Success,Wallet,Loans,Mumbai,
TXN2207,2024-10-21,U647,3448,Success,Wallet,Loans,Pune,
TXN2208,2024-11-14,U710,2195,Failed,Card,Money Transfer,Delhi,Wrong Info
TXN2209,2024-07-20,U795,7643,Failed,Card,Insurance,Hyderabad,Wrong Info
TXN2210,2024-08-01,U586,7380,Failed,Card,Money Transfer,Delhi,Bank Declined
TXN2211,2024-11-22,U400,1565,Failed,Wallet,Loans,Bangalore,Wrong PIN
TXN2212,2024-01-08,U866,9926,Failed,Card,Loans,Pune,Bank Declined
TXN2213,2024-07-22,U850,753,Success,UPI,Recharge,Delhi,
TXN2214,2024-05-31,U730,4284,Success,Wallet,Money Transfer,Pune,
TXN2215,2024-10-17,U696,272,Failed,Card,Bills,Bangalore,Wrong Info
TXN2216,2024-01-22,U746,9596,Success,UPI,Money Transfer,Hyderabad,
TXN2217,2024-06-11,U479,1033,Failed,Card,Money Transfer,Pune,Server Error
TXN2218,2024-12-11,U282,624,Success,Card,Insurance,Pune,
TXN2219,2024-12-03,U327,8462,Failed,Card,Insurance,Delhi,Wrong Info
TXN2220,2024-06-07,U925,1059,Success,UPI,Loans,Delhi,
TXN2221,2024-11-17,U382,8738,Success,UPI,Money Transfer,Hyderabad,
TXN2222,2024-05-24,U676,631,Failed,UPI,Recharge,Bangalore,Bank Declined
TXN2223,2024-03-25,U534,4080,Failed,Card,Recharge,Bangalore,Wrong Info
TXN2224,2024-05-20,U290,7040,Success,Wallet,Recharge,Hyderabad,
TXN2225,2024-07-18,U545,7795,Success,Wallet,Recharge,Bangalore,
TXN2226,2024-08-07,U390,4430,Failed,UPI,Insurance,Delhi,Wrong Info
TXN2227,2024-08-04,U420,8670,Success,Wallet,Insurance,Pune,
TXN2228,2024-10-30,U383,9425,Failed,Wallet,Recharge,Delhi,Insufficient Balance
TXN2229,2024-08-30,U563,9231,Success,UPI,Money Transfer,Hyderabad,
TXN2230,2024-01-27,U876,3864,Success,Wallet,Insurance,Delhi,
TXN2231,2024-03-04,U415,6869,Failed,UPI,Bills,Delhi,Bank Declined
TXN2232,2024-08-14,U805,2579,Success,Wallet,Loans,Bangalore,
TXN2233,2024-04-25,U193,7663,Failed,UPI,Insurance,Hyderabad,Server Error
TXN2234,2024-12-18,U362,6239,Failed,Wallet,Bills,Delhi,Server Error
TXN2235,2024-03-15,U854,5880,Failed,Wallet,Loans,Pune,Wrong Info
TXN2236,2024-05-27,U822,7917,Failed,Wallet,Loans,Pune,Insufficient Balance
TXN2237,2024-05-18,U879,6593,Success,UPI,Recharge,Hyderabad,
TXN2238,2024-04-06,U947,2249,Failed,Card,Bills,Delhi,Server Error
TXN2239,2024-04-20,U713,4947,Failed,Wallet,Insurance,Delhi,Insufficient Balance
TXN2240,2024-09-12,U941,6560,Failed,Wallet,Bills,Pune,Server Error
TXN2241,2024-01-30,U762,7876,Success,Card,Insurance,Delhi,
TXN2242,2024-11-07,U381,9050,Success,Card,Insurance,Hyderabad,
TXN2243,2024-03-07,U439,8866,Success,UPI,Bills,Bangalore,
TXN2244,2024-01-11,U526,7419,Success,Card,Loans,Mumbai,
TXN2245,2024-12-29,U358,1267,Success,Card,Bills,Delhi,
TXN2246,2024-09-30,U634,3448,Success,Wallet,Recharge,Bangalore,
TXN2247,2024-08-15,U814,9208,Failed,UPI,Insurance,Mumbai,Server Error
TXN2248,2024-05-30,U963,8419,Success,Wallet,Insurance,Hyderabad,
TXN2249,2024-08-05,U263,473,Failed,UPI,Insurance,Mumbai,Insufficient Balance
TXN2250,2024-03-16,U893,4517,Failed,Card,Bills,Delhi,Wrong PIN
TXN2251,2024-09-07,U742,8809,Failed,UPI,Bills,Hyderabad,Bank Declined
TXN2252,2024-10-30,U630,4386,Failed,UPI,Insurance,Mumbai,Wrong PIN
TXN2253,2024-03-28,U649,3563,Success,Wallet,Loans,Pune,
TXN2254,2024-07-09,U690,9735,Success,Card,Loans,Hyderabad,
TXN2255,2024-11-09,U357,3873,Success,Wallet,Bills,Mumbai,
TXN2256,2024-12-10,U799,8318,Failed,Wallet,Recharge,Delhi,Server Error
TXN2257,2024-08-14,U552,3452,Success,Card,Money Transfer,Hyderabad,
TXN2258,2024-07-19,U975,9111,Failed,UPI,Insurance,Mumbai,Wrong PIN
TXN2259,2024-04-21,U622,5894,Success,Wallet,Recharge,Hyderabad,
TXN2260,2024-10-14,U499,5597,Success,UPI,Recharge,Pune,
TXN2261,2024-02-20,U237,3376,Failed,UPI,Money Transfer,Delhi,Server Error
TXN2262,2024-03-30,U486,6076,Success,UPI,Recharge,Bangalore,
TXN2263,2024-02-19,U718,1089,Failed,Wallet,Bills,Delhi,Bank Declined
TXN2264,2024-02-25,U749,932,Success,UPI,Bills,Bangalore,
TXN2265,2024-08-05,U704,3050,Success,Card,Money Transfer,Delhi,
TXN2266,2024-12-29,U519,4316,Success,Wallet,Insurance,Bangalore,
TXN2267,2024-12-19,U175,9574,Failed,UPI,Insurance,Delhi,Bank Declined
TXN2268,2024-02-03,U567,9996,Success,Wallet,Recharge,Delhi,
TXN2269,2024-04-15,U181,7338,Success,UPI,Loans,Hyderabad,
TXN2270,2024-05-07,U359,9636,Failed,Card,Recharge,Bangalore,Bank Declined
TXN2271,2024-02-18,U239,2326,Success,UPI,Recharge,Hyderabad,
TXN2272,2024-05-22,U788,2338,Success,Wallet,Money Transfer,Bangalore,
TXN2273,2024-03-20,U314,3543,Failed,Wallet,Insurance,Mumbai,Bank Declined
TXN2274,2024-12-23,U676,3080,Failed,UPI,Recharge,Bangalore,Wrong Info
TXN2275,2024-06-10,U617,8667,Failed,Card,Bills,Delhi,Wrong PIN
TXN2276,2024-11-18,U293,1465,Success,UPI,Money Transfer,Hyderabad,
TXN2277,2024-02-05,U729,3635,Success,Card,Insurance,Hyderabad,
TXN2278,2024-07-09,U527,388,Failed,UPI,Money Transfer,Pune,Wrong PIN
TXN2279,2024-11-02,U934,1469,Failed,Card,Recharge,Pune,Server Error
TXN2280,2024-02-24,U342,1428,Success,Wallet,Recharge,Delhi,
TXN2281,2024-08-03,U224,6680,Success,UPI,Bills,Pune,
TXN2282,2024-11-15,U833,1706,Success,Card,Bills,Pune,
TXN2283,2024-01-03,U672,2974,Failed,Wallet,Recharge,Hyderabad,Insufficient Balance
TXN2284,2024-09-12,U305,6367,Success,UPI,Recharge,Pune,
TXN2285,2024-05-25,U320,648,Failed,UPI,Bills,Pune,Insufficient Balance
TXN2286,2024-12-30,U840,8851,Success,Wallet,Bills,Mumbai,
TXN2287,2024-12-24,U373,1873,Failed,Card,Bills,Pune,Wrong PIN
TXN2288,2024-03-13,U943,8169,Success,Wallet,Insurance,Hyderabad,
TXN2289,2024-07-26,U920,1992,Failed,Card,Recharge,Delhi,Insufficient Balance
TXN2290,2024-10-20,U634,6091,Success,Wallet,Loans,Hyderabad,
TXN2291,2024-10-18,U661,4355,Failed,UPI,Recharge,Mumbai,Bank Declined
TXN2292,2024-08-15,U167,7476,Failed,UPI,Loans,Mumbai,Insufficient Balance
TXN2293,2024-10-31,U189,522,Failed,UPI,Recharge,Pune,Server Error
TXN2294,2024-07-18,U398,9552,Failed,Wallet,Money Transfer,Hyderabad,Server Error
TXN2295,2024-06-08,U745,4295,Failed,Wallet,Loans,Delhi,Wrong PIN
TXN2296,2024-06-07,U535,7459,Failed,UPI,Insurance,Hyderabad,Server Error
TXN2297,2024-09-20,U667,491,Failed,Card,Loans,Mumbai,Wrong Info
TXN2298,2024-12-09,U708,5462,Failed,Wallet,Recharge,Delhi,Server Error
TXN2299,2024-02-26,U602,8137,Failed,Card,Recharge,Hyderabad,Insufficient Balance
TXN2300,2024-05-09,U872,2339,Success,Card,Bills,Delhi,
TXN2301,2024-02-20,U369,695,Success,UPI,Loans,Mumbai,
TXN2302,2024-06-26,U462,6451,Failed,Wallet,Money Transfer,Pune,Server Error
TXN2303,2024-10-22,U326,9146,Success,Card,Insurance,Pune,
TXN2304,2024-08-25,U804,1125,Failed,Card,Insurance,Pune,Wrong Info
TXN2305,2024-01-12,U295,8705,Success,UPI,Loans,Hyderabad,
TXN2306,2024-09-14,U643,9807,Failed,UPI,Recharge,Mumbai,Server Error
TXN2307,2024-06-16,U264,6294,Failed,Card,Money Transfer,Mumbai,Wrong PIN
TXN2308,2024-02-09,U671,6779,Success,Card,Bills,Pune,
TXN2309,2024-09-11,U331,6889,Failed,Wallet,Recharge,Delhi,Server Error
TXN2310,2024-07-07,U615,4660,Success,Card,Money Transfer,Delhi,
TXN2311,2024-01-08,U221,9097,Failed,UPI,Bills,Delhi,Insufficient Balance
TXN2312,2024-09-05,U496,7498,Failed,UPI,Recharge,Delhi,Wrong Info
TXN2313,2024-07-18,U528,1378,Failed,Card,Insurance,Pune,Insufficient Balance
TXN2314,2024-09-01,U812,1567,Success,Wallet,Loans,Pune,
TXN2315,2024-12-25,U401,5594,Success,Wallet,Insurance,Hyderabad,
TXN2316,2024-08-05,U817,7920,Success,Card,Money Transfer,Delhi,
TXN2317,2024-01-08,U400,5100,Success,Card,Recharge,Pune,
TXN2318,2024-03-01,U255,1972,Success,Card,Recharge,Bangalore,
TXN2319,2024-09-21,U554,7358,Success,Wallet,Loans,Bangalore,
TXN2320,2024-03-08,U155,5664,Success,Wallet,Insurance,Pune,
TXN2321,2024-10-23,U946,8321,Failed,Card,Insurance,Pune,Wrong Info
TXN2322,2024-04-19,U780,865,Success,Card,Recharge,Bangalore,
TXN2323,2024-06-04,U502,5977,Failed,Card,Loans,Pune,Wrong Info
TXN2324,2024-08-10,U394,4384,Failed,Wallet,Bills,Bangalore,Insufficient Balance
TXN2325,2024-03-05,U644,9795,Failed,UPI,Money Transfer,Delhi,Bank Declined
TXN2326,2024-05-18,U200,6762,Success,UPI,Insurance,Pune,
TXN2327,2024-03-09,U217,9982,Success,UPI,Money Transfer,Hyderabad,
TXN2328,2024-10-29,U869,7861,Success,UPI,Money Transfer,Delhi,
TXN2329,2024-02-04,U676,828,Failed,Wallet,Bills,Mumbai,Server Error
TXN2330,2024-12-16,U776,9892,Failed,Wallet,Insurance,Bangalore,Insufficient Balance
TXN2331,2024-06-12,U944,3133,Failed,UPI,Insurance,Delhi,Insufficient Balance
TXN2332,2024-08-30,U811,720,Success,UPI,Bills,Delhi,
TXN2333,2024-04-21,U398,7074,Failed,UPI,Money Transfer,Mumbai,Wrong PIN
TXN2334,2024-04-11,U396,9668,Success,Card,Bills,Bangalore,
TXN2335,2024-11-21,U373,4213,Failed,Wallet,Recharge,Hyderabad,Wrong Info
TXN2336,2024-05-30,U594,3005,Failed,Wallet,Bills,Bangalore,Bank Declined
TXN2337,2024-08-02,U354,2309,Success,Card,Insurance,Mumbai,
TXN2338,2024-04-01,U615,1414,Success,UPI,Money Transfer,Hyderabad,
TXN2339,2024-03-31,U871,9775,Failed,UPI,Loans,Pune,Server Error
TXN2340,2024-10-09,U833,7421,Success,UPI,Money Transfer,Mumbai,
TXN2341,2024-08-22,U621,6232,Success,Wallet,Money Transfer,Mumbai,
TXN2342,2024-06-17,U197,6719,Failed,Wallet,Loans,Delhi,Insufficient Balance
TXN2343,2024-04-25,U324,1305,Success,UPI,Loans,Bangalore,
TXN2344,2024-01-03,U702,6997,Failed,Wallet,Insurance,Bangalore,Wrong PIN
TXN2345,2024-12-17,U311,8229,Success,Wallet,Bills,Hyderabad,
TXN2346,2024-12-23,U664,1916,Failed,UPI,Insurance,Bangalore,Server Error
TXN2347,2024-01-04,U906,8150,Success,Card,Loans,Hyderabad,
TXN2348,2024-01-27,U536,7636,Failed,UPI,Bills,Pune,Wrong Info
TXN2349,2024-07-12,U791,490,Success,UPI,Recharge,Delhi,
TXN2350,2024-12-13,U690,3705,Success,Wallet,Recharge,Bangalore,
TXN2351,2024-09-16,U177,1759,Success,UPI,Insurance,Bangalore,
TXN2352,2024-10-11,U550,2801,Success,UPI,Recharge,Delhi,
TXN2353,2024-01-07,U510,4137,Success,UPI,Loans,Hyderabad,
TXN2354,2024-12-11,U893,2777,Failed,UPI,Loans,Pune,Server Error
TXN2355,2024-01-18,U354,5129,Success,Wallet,Recharge,Mumbai,
TXN2356,2024-09-19,U660,4545,Success,Card,Insurance,Hyderabad,
TXN2357,2024-05-19,U290,1046,Success,Wallet,Loans,Mumbai,
TXN2358,2024-01-10,U103,4389,Failed,UPI,Insurance,Delhi,Bank Declined
TXN2359,2024-04-22,U826,8862,Failed,Card,Loans,Mumbai,Wrong PIN
TXN2360,2024-12-12,U342,2911,Success,UPI,Recharge,Hyderabad,
TXN2361,2024-04-19,U823,8133,Success,Card,Bills,Delhi,
TXN2362,2024-11-28,U950,5796,Success,UPI,Bills,Hyderabad,
TXN2363,2024-08-28,U622,7504,Failed,Wallet,Loans,Delhi,Wrong Info
TXN2364,2024-10-20,U693,602,Success,Wallet,Loans,Bangalore,
TXN2365,2024-02-25,U955,3258,Failed,UPI,Bills,Delhi,Wrong Info
TXN2366,2024-12-12,U895,3631,Success,Card,Money Transfer,Hyderabad,
TXN2367,2024-01-24,U692,5126,Failed,Wallet,Bills,Hyderabad,Server Error
TXN2368,2024-08-21,U734,3582,Failed,UPI,Loans,Bangalore,Wrong Info
TXN2369,2024-10-14,U723,6844,Success,Card,Recharge,Mumbai,
TXN2370,2024-08-18,U898,2986,Success,Card,Loans,Delhi,
TXN2371,2024-05-27,U263,5667,Failed,UPI,Loans,Bangalore,Insufficient Balance
TXN2372,2024-03-20,U665,1497,Success,Card,Bills,Delhi,
TXN2373,2024-01-02,U654,1968,Success,Wallet,Bills,Bangalore,
TXN2374,2024-08-09,U248,908,Success,Card,Money Transfer,Bangalore,
TXN2375,2024-11-18,U296,1028,Failed,Wallet,Money Transfer,Mumbai,Insufficient Balance
TXN2376,2024-10-30,U266,3816,Failed,Wallet,Bills,Mumbai,Wrong Info
TXN2377,2024-03-29,U665,1949,Failed,Wallet,Loans,Bangalore,Wrong Info
TXN2378,2024-02-03,U872,3981,Failed,Wallet,Recharge,Mumbai,Wrong PIN
TXN2379,2024-04-29,U221,4924,Success,Wallet,Insurance,Pune,
TXN2380,2024-05-12,U327,7625,Success,UPI,Recharge,Mumbai,
TXN2381,2024-03-23,U995,9535,Failed,UPI,Recharge,Mumbai,Server Error
TXN2382,2024-08-19,U134,6624,Failed,UPI,Loans,Hyderabad,Insufficient Balance
TXN2383,2024-10-21,U807,4267,Success,UPI,Money Transfer,Bangalore,
TXN2384,2024-04-21,U461,1528,Failed,Wallet,Bills,Delhi,Server Error
TXN2385,2024-08-23,U723,9404,Failed,Card,Bills,Mumbai,Wrong Info
TXN2386,2024-02-03,U850,8388,Success,UPI,Money Transfer,Delhi,
TXN2387,2024-07-26,U242,1532,Failed,Card,Money Transfer,Delhi,Insufficient Balance
TXN2388,2024-11-03,U952,2173,Success,Card,Bills,Pune,
TXN2389,2024-05-28,U189,4685,Failed,UPI,Recharge,Delhi,Wrong Info
TXN2390,2024-07-02,U632,2509,Failed,Wallet,Bills,Pune,Wrong PIN
TXN2391,2024-12-19,U186,9342,Success,Card,Insurance,Hyderabad,
TXN2392,2024-06-19,U301,8837,Success,Wallet,Insurance,Pune,
TXN2393,2024-06-23,U525,5950,Failed,Card,Recharge,Delhi,Server Error
TXN2394,2024-06-30,U814,3359,Success,UPI,Bills,Hyderabad,
TXN2395,2024-07-06,U595,8859,Success,UPI,Loans,Mumbai,
TXN2396,2024-05-20,U702,3189,Failed,Card,Bills,Hyderabad,Wrong Info
TXN2397,2024-02-08,U493,2178,Success,UPI,Loans,Pune,
TXN2398,2024-06-14,U276,3888,Success,Card,Bills,Hyderabad,
TXN2399,2024-02-29,U972,8652,Failed,Wallet,Insurance,Delhi,Wrong Info
TXN2400,2024-11-20,U595,9830,Failed,UPI,Recharge,Bangalore,Wrong Info
TXN2401,2024-07-17,U941,979,Success,UPI,Money Transfer,Hyderabad,
TXN2402,2024-01-27,U751,1947,Failed,UPI,Insurance,Pune,Server Error
TXN2403,2024-09-05,U315,2804,Failed,Card,Bills,Delhi,Insufficient Balance
TXN2404,2024-11-24,U336,5820,Failed,Wallet,Insurance,Bangalore,Wrong Info
TXN2405,2024-03-24,U827,6961,Success,Wallet,Money Transfer,Delhi,
TXN2406,2024-04-10,U422,4180,Success,Wallet,Bills,Pune,
TXN2407,2024-06-28,U733,4982,Failed,UPI,Loans,Mumbai,Bank Declined
TXN2408,2024-04-13,U433,1578,Failed,UPI,Money Transfer,Hyderabad,Server Error
TXN2409,2024-09-30,U168,3169,Failed,UPI,Bills,Hyderabad,Wrong PIN
TXN2410,2024-08-24,U636,9321,Failed,UPI,Bills,Hyderabad,Wrong Info
TXN2411,2024-04-28,U941,1451,Success,Wallet,Bills,Mumbai,
TXN2412,2024-06-17,U460,3691,Success,Wallet,Loans,Mumbai,
TXN2413,2024-02-19,U802,4605,Failed,Wallet,Bills,Pune,Wrong Info
TXN2414,2024-08-21,U649,802,Success,UPI,Recharge,Pune,
TXN2415,2024-01-06,U619,4241,Failed,Card,Money Transfer,Delhi,Wrong Info
TXN2416,2024-06-22,U704,8432,Failed,Wallet,Recharge,Pune,Bank Declined
TXN2417,2024-10-12,U196,2545,Failed,UPI,Money Transfer,Bangalore,Insufficient Balance
TXN2418,2024-06-07,U709,9236,Success,UPI,Money Transfer,Hyderabad,
TXN2419,2024-11-02,U709,9935,Failed,Wallet,Insurance,Hyderabad,Wrong Info
TXN2420,2024-08-01,U900,3861,Failed,Wallet,Insurance,Pune,Server Error
TXN2421,2024-04-27,U766,1532,Failed,UPI,Insurance,Hyderabad,Wrong PIN
TXN2422,2024-04-14,U512,1779,Failed,Wallet,Recharge,Pune,Insufficient Balance
TXN2423,2024-12-27,U647,3605,Success,Card,Insurance,Pune,
TXN2424,2024-06-04,U771,9182,Failed,Wallet,Bills,Mumbai,Server Error
TXN2425,2024-12-18,U867,8783,Success,Wallet,Loans,Mumbai,
TXN2426,2024-02-08,U683,8454,Success,Wallet,Recharge,Pune,
TXN2427,2024-11-02,U444,5512,Success,Wallet,Money Transfer,Pune,
TXN2428,2024-07-20,U392,6786,Failed,Card,Money Transfer,Delhi,Insufficient Balance
TXN2429,2024-09-18,U736,5330,Failed,UPI,Money Transfer,Hyderabad,Wrong Info
TXN2430,2024-01-29,U420,937,Success,Wallet,Money Transfer,Bangalore,
TXN2431,2024-12-16,U621,434,Success,Card,Bills,Bangalore,
TXN2432,2024-11-12,U329,8748,Success,Card,Loans,Delhi,
TXN2433,2024-03-16,U393,8629,Failed,Card,Insurance,Bangalore,Wrong PIN
TXN2434,2024-11-13,U596,6856,Success,UPI,Bills,Hyderabad,
TXN2435,2024-09-09,U490,647,Failed,Wallet,Recharge,Delhi,Wrong PIN
TXN2436,2024-12-27,U169,8591,Success,Wallet,Recharge,Delhi,
TXN2437,2024-02-16,U452,1962,Failed,UPI,Loans,Bangalore,Server Error
TXN2438,2024-07-16,U719,3340,Failed,Card,Bills,Pune,Wrong Info
TXN2439,2024-03-23,U205,6842,Success,Wallet,Loans,Mumbai,
TXN2440,2024-12-22,U554,8048,Failed,UPI,Bills,Pune,Bank Declined
TXN2441,2024-08-08,U505,2354,Failed,UPI,Money Transfer,Mumbai,Bank Declined
TXN2442,2024-03-03,U789,8174,Success,Card,Loans,Mumbai,
TXN2443,2024-10-22,U346,7550,Failed,UPI,Money Transfer,Mumbai,Server Error
TXN2444,2024-04-07,U635,5230,Success,Wallet,Recharge,Mumbai,
TXN2445,2024-12-01,U386,2884,Success,UPI,Money Transfer,Pune,
TXN2446,2024-09-19,U740,6613,Failed,UPI,Bills,Delhi,Server Error
TXN2447,2024-07-01,U489,2787,Success,UPI,Recharge,Pune,
TXN2448,2024-09-01,U207,8811,Success,Wallet,Recharge,Pune,
TXN2449,2024-07-12,U913,736,Success,Wallet,Insurance,Mumbai,
TXN2450,2024-03-19,U820,8907,Failed,Wallet,Recharge,Delhi,Server Error
TXN2451,2024-08-31,U112,3588,Failed,UPI,Money Transfer,Hyderabad,Wrong PIN
TXN2452,2024-10-05,U287,1853,Success,Wallet,Insurance,Delhi,
TXN2453,2024-05-08,U306,8715,Failed,Card,Loans,Mumbai,Wrong PIN
TXN2454,2024-10-18,U962,2816,Failed,UPI,Bills,Delhi,Wrong Info
TXN2455,2024-05-31,U456,6956,Failed,Wallet,Bills,Pune,Server Error
TXN2456,2024-01-10,U313,2839,Failed,UPI,Bills,Mumbai,Server Error
TXN2457,2024-09-09,U749,2332,Failed,Wallet,Loans,Mumbai,Wrong Info
TXN2458,2024-12-28,U145,1945,Failed,UPI,Money Transfer,Mumbai,Server Error
TXN2459,2024-05-12,U543,4222,Failed,Wallet,Bills,Pune,Wrong Info
TXN2460,2024-02-23,U569,4604,Success,Card,Bills,Pune,
TXN2461,2024-01-06,U897,7375,Failed,UPI,Insurance,Hyderabad,Server Error
TXN2462,2024-04-06,U692,1432,Failed,Wallet,Recharge,Pune,Wrong PIN
TXN2463,2024-07-07,U102,6524,Success,UPI,Recharge,Hyderabad,
TXN2464,2024-05-26,U328,5762,Success,Wallet,Recharge,Delhi,
TXN2465,2024-10-27,U966,3982,Failed,UPI,Recharge,Bangalore,Server Error
TXN2466,2024-12-27,U832,5058,Failed,UPI,Money Transfer,Pune,Server Error
TXN2467,2024-04-21,U875,4912,Failed,Card,Loans,Bangalore,Bank Declined
TXN2468,2024-12-17,U916,5694,Failed,UPI,Bills,Bangalore,Server Error
TXN2469,2024-09-02,U588,4410,Failed,Wallet,Insurance,Bangalore,Server Error
TXN2470,2024-03-23,U944,5713,Failed,Card,Recharge,Hyderabad,Wrong Info
TXN2471,2024-03-11,U367,7940,Success,Wallet,Insurance,Bangalore,
TXN2472,2024-02-23,U981,6429,Success,Wallet,Money Transfer,Hyderabad,
TXN2473,2024-12-12,U862,3382,Success,Card,Recharge,Pune,
TXN2474,2024-09-20,U666,9153,Failed,UPI,Bills,Bangalore,Bank Declined
TXN2475,2024-01-19,U364,1113,Success,Wallet,Insurance,Mumbai,
TXN2476,2024-06-13,U621,6330,Failed,Card,Money Transfer,Hyderabad,Bank Declined
TXN2477,2024-05-17,U114,9950,Failed,Card,Money Transfer,Delhi,Server Error
TXN2478,2024-08-02,U221,902,Failed,UPI,Bills,Mumbai,Bank Declined
TXN2479,2024-09-01,U149,8905,Failed,UPI,Money Transfer,Bangalore,Server Error
TXN2480,2024-02-12,U856,7710,Success,Wallet,Money Transfer,Bangalore,
TXN2481,2024-01-15,U792,8166,Success,UPI,Loans,Pune,
TXN2482,2024-06-23,U107,9263,Failed,Card,Recharge,Hyderabad,Server Error
TXN2483,2024-01-10,U404,1499,Success,Card,Loans,Pune,
TXN2484,2024-01-14,U741,3137,Success,Card,Recharge,Delhi,
TXN2485,2024-07-21,U401,4547,Success,UPI,Bills,Hyderabad,
TXN2486,2024-09-28,U430,4205,Failed,Wallet,Money Transfer,Pune,Wrong PIN
TXN2487,2024-09-23,U779,7472,Success,UPI,Recharge,Bangalore,
TXN2488,2024-06-29,U397,4050,Failed,Wallet,Bills,Delhi,Bank Declined
TXN2489,2024-06-14,U132,8408,Success,UPI,Bills,Pune,
TXN2490,2024-05-24,U910,6919,Failed,UPI,Insurance,Bangalore,Insufficient Balance
TXN2491,2024-11-01,U213,5925,Failed,Card,Recharge,Bangalore,Bank Declined
TXN2492,2024-11-30,U503,4784,Failed,UPI,Recharge,Pune,Wrong Info
TXN2493,2024-10-21,U101,9483,Failed,Card,Recharge,Delhi,Wrong PIN
TXN2494,2024-05-15,U578,579,Failed,Card,Insurance,Hyderabad,Wrong Info
TXN2495,2024-03-02,U158,5316,Success,UPI,Loans,Pune,
TXN2496,2024-05-27,U245,3670,Success,UPI,Loans,Hyderabad,
TXN2497,2024-02-10,U618,6390,Success,UPI,Insurance,Pune,
TXN2498,2024-02-29,U257,1274,Failed,Card,Loans,Pune,Wrong PIN
TXN2499,2024-11-06,U272,4014,Success,UPI,Money Transfer,Hyderabad,
TXN2500,2024-12-08,U324,5947,Failed,Card,Money Transfer,Hyderabad,Wrong PIN
